Threshold,Precision,Recall,F1
0.3,0.0773173857325929,0.8080357142857143,0.14113060428849902
0.4,0.1017156862745098,0.7410714285714286,0.1788793103448276
0.5,0.13943161634103018,0.7008928571428571,0.2325925925925926
0.6000000000000001,0.21030640668523676,0.6741071428571429,0.3205944798301486
0.7000000000000002,0.2813765182186235,0.6205357142857143,0.3871866295264624
