Feature,Importance
categorical__id_33_2880x1800,0.00010786832322610954
categorical__R_emaildomain_yahoo.com,0.0001055941653154266
categorical__DeviceInfo_rv:48.0,0.00010254252340234171
categorical__id_31_chrome 56.0,9.47043033936728e-05
categorical__ProductCD_H,9.23246355236889e-05
categorical__P_emaildomain_me.com,9.035940743691382e-05
categorical__id_31_edge 16.0,8.858564490270202e-05
numeric__V11,8.655750283080089e-05
numeric__V5,8.575623352468406e-05
categorical__id_31_chrome 58.0 for android,8.473576299515886e-05
numeric__V49,8.39641277403708e-05
categorical__id_33_2436x1125,8.396142308332296e-05
categorical__id_31_edge 15.0,8.258351236809824e-05
categorical__id_30_Linux,7.514809022919658e-05
categorical__id_30_Android 7.0,7.382404341263154e-05
categorical__M8_T,7.300849395333563e-05
categorical__DeviceInfo_HUAWEI,7.280170404733978e-05
numeric__V327,6.956211067926085e-05
categorical__id_31_ie 11.0 for desktop,6.937325823293058e-05
categorical__P_emaildomain_live.com.mx,6.915537778238321e-05
categorical__id_33_1280x800,6.895731289143833e-05
categorical__id_31_chrome 49.0,6.799213418018577e-05
categorical__id_31_chrome 59.0 for android,6.799104741245025e-05
categorical__id_30_Mac OS X 10_12_6,6.457923678648359e-05
categorical__DeviceInfo_BLADE V8 SE Build/NRD90M,6.336076652306045e-05
categorical__id_30_Android 6.0.1,6.17000857224461e-05
numeric__V335,6.024645115001115e-05
categorical__id_33_1680x1050,5.761170787669978e-05
categorical__DeviceInfo_SM-G570M Build/MMB29K,5.643512769330753e-05
categorical__R_emaildomain_live.com.mx,5.351887511569913e-05
categorical__id_31_mobile safari uiwebview,5.328608041513804e-05
categorical__DeviceInfo_SM-G532M Build/MMB29T,5.305141034985689e-05
categorical__DeviceInfo_SM-G531H Build/LMY48B,5.096524546227548e-05
categorical__id_31_mobile safari 9.0,4.986328222344396e-05
categorical__id_33_1440x900,4.815439810103813e-05
categorical__id_30_iOS 10.2.0,4.540345077080012e-05
categorical__id_31_chrome 60.0,4.241462584325345e-05
categorical__id_30_Mac OS X 10_10_5,4.069819869843249e-05
categorical__id_30_iOS 11.0.1,4.0662015590776626e-05
numeric__V336,3.9348882019023536e-05
categorical__DeviceInfo_SM-G950F Build/NRD90M,3.81501568578297e-05
categorical__id_30_Android 5.1.1,3.7525853134260906e-05
